assestment;text;author;source;text_clean;sentiment_all;sentiment_avg;uniq_words;uniq_lemm;err;net;ADJ;ADV;NOUN
Manipulacja;Kiedy rozpoczynaliśmy nasze rządy, opinia (na temat polskiego sądownictwa – przyp. Demagog) była zła, ona była fatalna. Większość ludzi uważało, że sądy są niesprawiedliwe.;Andrzej Duda;Wiec wyborczy w Limanowej, 27.02.2020 r.;Kiedy rozpoczynaliśmy nasze rządy, opinia na temat polskiego sądownictwa była zła, ona była fatalna. Większość ludzi uważało, że sądy są niesprawiedliwe.;-0.2552734911441803;-0.1951925978064537;20.0;20.0;3.0;1.0;0.25;0.05;0.25
Manipulacja;Milion chorych na raka w Polsce i tylko 1,5 mld zł na leczenie onkologiczne.;Małgorzata Kidawa-Błońska;Twitter, 13.02.2020;Milion chorych na raka w Polsce i tylko 1,5 mld zł na leczenie onkologiczne.;-0.00899549014866352;-0.00899549014866352;13.0;13.0;0.0;1.0;0.07692307692307693;0.0;0.3076923076923077
Prawda;Ja nie zmieniałam zdania wobec 500 +, bo od początku mówiliśmy, że jeżeli to ma być program prorodzinny, to te pieniądze powinny być na pierwsze dziecko także. I w tym głosowaniu, wiedząc, że te pieniądze są rodzinom potrzebne, ale nie było ich na pierwsze dziecko, wstrzymałam się. Natomiast w drugiej ustawie, kiedy te pieniądze już szły na pierwsze dziecko, głosowałam za.;Małgorzata Kidawa-Błońska;Konferencja w Lublinie, 09.03.2020;Ja nie zmieniałam zdania wobec 500 +, bo od początku mówiliśmy, że jeżeli to ma być program prorodzinny, to te pieniądze powinny być na pierwsze dziecko także. I w tym głosowaniu, wiedząc, że te pieniądze są rodzinom potrzebne, ale nie było ich na pierwsze dziecko, wstrzymałam się. Natomiast w drugiej ustawie, kiedy te pieniądze już szły na pierwsze dziecko, głosowałam za.;-0.33556461334228516;-0.2811627884705861;46.0;45.0;2.0;1.0;0.15217391304347827;0.043478260869565216;0.32608695652173914
Fałsz;Przez nowotwory umiera najwięcej Polaków.;Małgorzata Kidawa-Błońska;Konferencja przed szpitalem w Sanoku, 15.02.2020;Przez nowotwory umiera najwięcej Polaków.;-0.00899549014866352;-0.00899549014866352;5.0;5.0;2.0;0.0;0.2;0.0;0.2
Fałsz;Będę się upominać o leki dla seniorów. Miały być za darmo, a nie są.;Małgorzata Kidawa-Błońska;Konwencja wyborcza, 29.02.2020;Będę się upominać o leki dla seniorów. Miały być za darmo, a nie są.;-0.20893928408622742;-0.24661776423454285;14.0;14.0;2.0;1.0;0.07142857142857142;0.07142857142857142;0.21428571428571427
Fałsz;Miesiąc temu to chyba jeszcze nawet WHO twierdziło, że poza Azję ten wirus nie wyjdzie.;Kamil Bortniczuk;Tak jest w TVN24, 4.03.2020 r.;Miesiąc temu to chyba jeszcze nawet WHO twierdziło, że poza Azję ten wirus nie wyjdzie.;-0.4359123408794403;-0.4359123408794403;15.0;15.0;2.0;1.0;0.06666666666666667;0.0;0.2
Prawda;Mamy nawet z lat 90. rozstrzygnięcie Trybunału Konstytucyjnego, który mówi, że życie ludzkie jest od początku i od początku podlega ochronie, ale różne są stopnie intensywności tej ochrony.;Szymon Hołownia;Imponderabilia, 12.03.2020 r.;Mamy nawet z lat 90. rozstrzygnięcie Trybunału Konstytucyjnego, który mówi, że życie ludzkie jest od początku i od początku podlega ochronie, ale różne są stopnie intensywności tej ochrony.;-0.06434060633182526;-0.28164728730916977;26.0;25.0;1.0;2.0;0.2692307692307692;0.0;0.4230769230769231
Fałsz;Nie ma ludzi zatrudnionych na czarno w Polsce.;Kamil Bortniczuk;Tak jest w TVN24, 4.03.2020 r.;Nie ma ludzi zatrudnionych na czarno w Polsce.;-0.26163724064826965;-0.26163724064826965;8.0;8.0;0.0;1.0;0.125;0.125;0.125
Prawda;Dzisiaj nie spełniamy jeszcze tego warunku 15% udziału odnawialnej energii.;Władysław Kosiniak-Kamysz;Konwencja prezydencka, 29.02.2020;Dzisiaj nie spełniamy jeszcze tego warunku 15% udziału odnawialnej energii.;-0.00899549014866352;-0.00899549014866352;11.0;11.0;0.0;0.0;0.09090909090909091;0.09090909090909091;0.2727272727272727
Prawda;Żywność w Polsce zdrożała najbardziej w całej Unii Europejskiej.;Janusz Piechociński;Twitter, 8.03.2020 r.;Żywność w Polsce zdrożała najbardziej w całej Unii Europejskiej.;0.01587763801217079;0.01587763801217079;8.0;8.0;2.0;2.0;0.25;0.25;0.125
Manipulacja;Efekt naszych działań widać po danych publikowanych przez Komisję Europejską, dotyczących zmian cen energii elektrycznej między rokiem 2019 a rokiem 2018 (...) Łączny koszty energii dla gospodarstw domowych wzrósł w Unii Europejskiej w 2019 r., w porównaniu z rokiem 2018, w ponad 20 państwach, a w Polsce nastąpił spadek o 8%. ;Tadeusz Skobel;Posiedzenie Sejmu, 10.01.2020 r.;Efekt naszych działań widać po danych publikowanych przez Komisję Europejską, dotyczących zmian cen energii elektrycznej między rokiem 2019 a rokiem 2018 Łączny koszty energii dla gospodarstw domowych wzrósł w Unii Europejskiej w 2019 r., w porównaniu z rokiem 2018, w ponad 20 państwach, a w Polsce nastąpił spadek o 8%. ;-0.00899549014866352;-0.00899549014866352;41.0;40.0;1.0;5.0;0.24390243902439024;0.0;0.3902439024390244
Fałsz;Dane publikowane przez Komisję Europejską, dotyczące zmian cen energii elektrycznej między rokiem 2019 a rokiem 2018 (...). Wzrost rachunków powyżej 5% – w 13 państwach Unii Europejskiej. ;Tadeusz Skobel;Posiedzenie Sejmu, 10.01.2020 r.;Dane publikowane przez Komisję Europejską, dotyczące zmian cen energii elektrycznej między rokiem 2019 a rokiem 2018 . Wzrost rachunków powyżej 5% – w 13 państwach Unii Europejskiej. ;-0.00899549014866352;-0.054913741536438465;25.0;25.0;2.0;3.0;0.24;0.0;0.44
Prawda;Dane publikowane przez Komisję Europejską, dotyczące zmian cen energii elektrycznej między rokiem 2019 a rokiem 2018 (...). Wzrost rachunków odbiorców indywidualnych powyżej 10% nastąpił w sześciu państwach Unii Europejskiej. ;Tadeusz Skobel;Posiedzenie Sejmu, 10.01.2020 r.;Dane publikowane przez Komisję Europejską, dotyczące zmian cen energii elektrycznej między rokiem 2019 a rokiem 2018 . Wzrost rachunków odbiorców indywidualnych powyżej 10% nastąpił w sześciu państwach Unii Europejskiej. ;-0.00899549014866352;-0.010393952950835228;28.0;28.0;3.0;3.0;0.21428571428571427;0.0;0.4642857142857143
Prawda;W 2015 r. do SOR-ów w Polsce trafiło 5 mln 268 tys. pacjentów, a w roku 2018 – 5 mln 813 tys. czyli prawie o 600 tys. więcej.;Waldemar Kraska;Posiedzenie Sejmu, 10.01.2020 r.;W 2015 r. do SOR-ów w Polsce trafiło 5 mln 268 tys. pacjentów, a w roku 2018 – 5 mln 813 tys. czyli prawie o 600 tys. więcej.;-0.00899549014866352;-0.00899549014866352;24.0;22.0;2.0;3.0;0.08333333333333333;0.0;0.041666666666666664
Manipulacja;Pan minister mówi o sytuacjach, o informacjach, które macie z 20 lutego, dotyczących koronawirusa we Włoszech. Panie ministrze, pierwsza informacja z Włoch podana przez polskie portale pochodzi z 31 stycznia. W Rzymie w przypadku małżeństwa z Chin stwierdzono przypadek koronawirusa, a pan mówi, że to było dopiero 22 lutego.;Borys Budka;Posiedzenie Sejmu, 2.03.2020 r.;Pan minister mówi o sytuacjach, o informacjach, które macie z 20 lutego, dotyczących koronawirusa we Włoszech. Panie ministrze, pierwsza informacja z Włoch podana przez polskie portale pochodzi z 31 stycznia. W Rzymie w przypadku małżeństwa z Chin stwierdzono przypadek koronawirusa, a pan mówi, że to było dopiero 22 lutego.;-0.00899549014866352;-0.1898944489657879;42.0;34.0;1.0;10.0;0.23809523809523808;0.0;0.35714285714285715
Fałsz;Ale dzisiaj realna wartość 500 plus, siła nabywcza (w porównaniu do 2016 roku – przyp. Demagog) to 353 zł i 50 groszy.;Izabela Leszczyna;Rzeczpospolita.pl, 11.02.2020 r.;Ale dzisiaj realna wartość 500 plus, siła nabywcza w porównaniu do 2016 roku to 353 zł i 50 groszy.;-0.00899549014866352;-0.00899549014866352;19.0;19.0;2.0;1.0;0.15789473684210525;0.05263157894736842;0.3157894736842105
Nieweryfikowalne;Jest 4.8, 4.9% PKB (na służbę zdrowia – przyp. Demagog).;Władysław Kosiniak-Kamysz;Gość Wydarzeń, 18.02.2020;Jest 4.8, 4.9% PKB na służbę zdrowia.;-0.15168847143650055;-0.15168847143650055;10.0;10.0;1.0;1.0;0.0;0.0;0.2
Fałsz;Liczba miejsc na studiach medycznych, po to żeby mogli się kształcić młodzi lekarze, w ciągu ostatnich lat, kiedy ja pełnię urząd prezydenta, wzrosła przeszło dwukrotnie.;Andrzej Duda;Wiec wyborczy w Kozienicach, 28.02.2020 r.;Liczba miejsc na studiach medycznych, po to żeby mogli się kształcić młodzi lekarze, w ciągu ostatnich lat, kiedy ja pełnię urząd prezydenta, wzrosła przeszło dwukrotnie.;-0.00899549014866352;-0.00899549014866352;24.0;24.0;1.0;0.0;0.20833333333333334;0.125;0.25
Prawda;W tym roku najniższa emerytura wzrosła o 100 zł.;Andrzej Duda;Przemówienie, 25.02.2020 r.;W tym roku najniższa emerytura wzrosła o 100 zł.;-0.00899549014866352;-0.00899549014866352;9.0;9.0;1.0;0.0;0.1111111111111111;0.0;0.2222222222222222
Nieweryfikowalne;45% pracowników chorych chodzi do pracy, bo boją się jej utraty.;Marcelina Zawisza;Posiedzenie Sejmu, 2.03.2020 r.;45% pracowników chorych chodzi do pracy, bo boją się jej utraty.;-0.13524797558784485;-0.13524797558784485;12.0;12.0;1.0;0.0;0.0;0.08333333333333333;0.3333333333333333
Fałsz;Dopiero teraz wiemy ilu lekarzy pracuje w Polsce. Jest to 149 tys. mniej więcej. To jest średnia europejska.;Łukasz Szumowski;Salon polityczny Trójki, 20.02.2020 r.;Dopiero teraz wiemy ilu lekarzy pracuje w Polsce. Jest to 149 tys. mniej więcej. To jest średnia europejska.;-0.09048359841108322;-0.09231490020950635;18.0;16.0;1.0;2.0;0.05555555555555555;0.1111111111111111;0.05555555555555555
Fałsz;Przez 8 lat rządów PO–PSL zadłużenie szpitali ogółem wzrosło o 1 mld, za waszych 4-letnich rządów – o 4 mld.;Paulina Hennig-Kloska;Posiedzenie Sejmu, 12.02.2020 r.;Przez 8 lat rządów PO–PSL zadłużenie szpitali ogółem wzrosło o 1 mld, za waszych 4-letnich rządów – o 4 mld.;-0.06862733513116837;-0.06862733513116837;18.0;18.0;1.0;2.0;0.16666666666666666;0.0;0.16666666666666666
Fałsz;Kto jest najdłużej urzędującym ministrem sprawiedliwości w historii Polski? Siedem lat jest Zbigniew Ziobro. Nie ma drugiej partii, drugiego środowiska politycznego, które przez tyle lat miałoby swojego ministra sprawiedliwości.;Władysław Kosiniak-Kamysz; Śniadanie w Polsat News, 09.02.2020;Kto jest najdłużej urzędującym ministrem sprawiedliwości w historii Polski? Siedem lat jest Zbigniew Ziobro. Nie ma drugiej partii, drugiego środowiska politycznego, które przez tyle lat miałoby swojego ministra sprawiedliwości.;0.03620588034391403;-0.08211895668258269;26.0;24.0;2.0;2.0;0.15384615384615385;0.0;0.4230769230769231
Prawda;Mamy teraz najwyższe odczyty inflacji od 8 lat i ta inflacja weszła na poziom 4,4 pkt. proc. ;Krzysztof Bosak;Imponderabilia, 5.03.2020 r.;Mamy teraz najwyższe odczyty inflacji od 8 lat i ta inflacja weszła na poziom 4,4 pkt. proc. ;-0.00899549014866352;-0.00899549014866352;17.0;16.0;1.0;0.0;0.058823529411764705;0.058823529411764705;0.29411764705882354
Prawda;W tamtej kadencji (V kadencji Sejmu – przyp. Demagog) byłem najmłodszym posłem, a teraz jestem najmłodszym kandydatem.;Krzysztof Bosak;Imponderabilia, 5.03.2020 r.;W tamtej kadencji V kadencji Sejmu byłem najmłodszym posłem, a teraz jestem najmłodszym kandydatem.;-0.00899549014866352;-0.00899549014866352;12.0;12.0;0.0;1.0;0.25;0.08333333333333333;0.4166666666666667
Prawda;Robert Biedroń obiecał, że się zrzeknie (mandatu europosła – przyp. Demagog), po czym swoją obietnicę złamał.;Krzysztof Bosak;Imponderabilia, 5.03.2020 r.;Robert Biedroń obiecał, że się zrzeknie mandatu europosła, po czym swoją obietnicę złamał.;-0.10446499288082123;-0.10446499288082123;13.0;13.0;0.0;2.0;0.0;0.07692307692307693;0.23076923076923078
Prawda;Pamiętajmy, że nie ma na świecie przypadków śmiertelnych wśród małych dzieci, do 9. roku życia.;Tomasz Latos;Posiedzenie Sejmu, 2.03.2020 r.;Pamiętajmy, że nie ma na świecie przypadków śmiertelnych wśród małych dzieci, do 9. roku życia.;-0.03908776864409447;-0.03908776864409447;15.0;15.0;3.0;1.0;0.26666666666666666;0.0;0.26666666666666666
Prawda;Wojewódzkie plany zarządzania kryzysowego zostały negatywnie ocenione przez Najwyższą Izbę Kontroli. Mam przed sobą raport, panie premierze, z 12 września 2018 r. Przedmiotem kontroli była wówczas ochrona ludności w ramach zarządzania kryzysowego oraz obrony cywilnej. Według tego raportu w Polsce nie funkcjonuje skuteczny system ochrony ludności.;Wiesław Szczepański;Posiedzenie Sejmu, 2.03.2020 r.;Wojewódzkie plany zarządzania kryzysowego zostały negatywnie ocenione przez Najwyższą Izbę Kontroli. Mam przed sobą raport, panie premierze, z 12 września 2018 r. Przedmiotem kontroli była wówczas ochrona ludności w ramach zarządzania kryzysowego oraz obrony cywilnej. Według tego raportu w Polsce nie funkcjonuje skuteczny system ochrony ludności.;-0.00899549014866352;-0.051783961709588766;42.0;40.0;7.0;4.0;0.19047619047619047;0.023809523809523808;0.40476190476190477
Prawda;W ok. 80% przypadków pacjenci tę postać infekcji przebywali w sposób łagodny. Zapalenie płuc i duszność występowały w ok. 14% przypadków, a u 5% występowała ciężka niewydolność oddechowa.;Łukasz Szumowski;Posiedzenie Sejmu, 2.03.2020 r.;W ok. 80% przypadków pacjenci tę postać infekcji przebywali w sposób łagodny. Zapalenie płuc i duszność występowały w ok. 14% przypadków, a u 5% występowała ciężka niewydolność oddechowa.;0.013219259679317474;0.017357060220092535;26.0;25.0;6.0;0.0;0.11538461538461539;0.0;0.23076923076923078
Prawda;Pierwsze przypadki koronawirusa na naszym kontynencie były już miesiąc temu.;Robert Winnicki;Posiedzenie Sejmu, 2.03.2020 r.;Pierwsze przypadki koronawirusa na naszym kontynencie były już miesiąc temu.;-0.06792234629392624;-0.06792234629392624;10.0;10.0;1.0;1.0;0.1;0.0;0.4
Nieweryfikowalne;W Polsce jest 70+ klastrów energetycznych, robionych przez gminy, uczelnie, powiaty.;Szymon Hołownia;Spotkanie z wyborcami w Piasecznie, 13.02.2020;W Polsce jest 70+ klastrów energetycznych, robionych przez gminy, uczelnie, powiaty.;0.0010792450048029423;0.0010792450048029423;12.0;12.0;1.0;1.0;0.16666666666666666;0.0;0.25
Fałsz;PiS obiecało budowę tanich mieszkań na wynajem w ramach ,,Mieszkanie +”  – nie zrobiono. ;Robert Biedroń;Polskie Radio, 18.02;PiS obiecało budowę tanich mieszkań na wynajem w ramach ,,Mieszkanie +” – nie zrobiono. ;-0.10794905573129654;-0.10794905573129654;13.0;13.0;1.0;1.0;0.15384615384615385;0.0;0.3076923076923077
Prawda;Młodzi podejmują niemal trzykrotnie więcej prób samobójczych niż jeszcze sześć lat temu.;Robert Biedroń;Facebook, 23.02.2020;Młodzi podejmują niemal trzykrotnie więcej prób samobójczych niż jeszcze sześć lat temu.;-0.00899549014866352;-0.00899549014866352;12.0;12.0;1.0;0.0;0.25;0.08333333333333333;0.3333333333333333
Prawda;Od 1 października ubiegłego roku w Polsce na grypę zachorowało 2,5 mln osób, zmarło 28 osób.;Waldemar Kraska;Gość Radia ZET, 25.02.2020 r.;Od 1 października ubiegłego roku w Polsce na grypę zachorowało 2,5 mln osób, zmarło 28 osób.;-0.00899549014866352;-0.00899549014866352;15.0;15.0;1.0;2.0;0.13333333333333333;0.0;0.26666666666666666
Manipulacja;W stosunku do tego, co było wydawane na onkologię, za czasów poprzednich rządów – 7 miliardów, dzisiaj jest 11.;Andrzej Duda;Wiec wyborczy w Turku, 20.02.2020 r.;W stosunku do tego, co było wydawane na onkologię, za czasów poprzednich rządów – 7 miliardów, dzisiaj jest 11.;-0.0643148198723793;-0.0643148198723793;18.0;17.0;2.0;0.0;0.16666666666666666;0.05555555555555555;0.05555555555555555
Prawda;Ponad 400 tys. ton śmieci trafiło w ubiegłym roku do Polski.;Władysław Kosiniak-Kamysz;„W cztery oczy”, Radio Opole, 24.02.2020;Ponad 400 tys. ton śmieci trafiło w ubiegłym roku do Polski.;-0.00899549014866352;-0.00899549014866352;11.0;11.0;1.0;1.0;0.09090909090909091;0.0;0.18181818181818182
Prawda;Konstytucja wspaniale to przewidziała w 127 artykule nie stawiając żadnych wymogów politycznego doświadczenia prezydentowi, a jedynie wsparcie 100 tysięcy obywateli.;Szymon Hołownia;Spotkanie z wyborcami w Piasecznie, 13.02.2020;Konstytucja wspaniale to przewidziała w 127 artykule nie stawiając żadnych wymogów politycznego doświadczenia prezydentowi, a jedynie wsparcie 100 tysięcy obywateli.;-0.4602896273136139;-0.4602896273136139;20.0;20.0;4.0;0.0;0.1;0.05;0.3
Nieweryfikowalne;Na koniec 2019 roku w kraju mieliśmy ok. 800 domów i klubów seniora.;Marlena Maląg;Sygnały dnia, 12.02.2020 r.;Na koniec 2019 roku w kraju mieliśmy ok. 800 domów i klubów seniora.;-0.00899549014866352;-0.00899549014866352;13.0;13.0;1.0;1.0;0.15384615384615385;0.0;0.38461538461538464
Nieweryfikowalne;17 mln wizyt do lekarzy specjalistów, to puste wizyty. ;Łukasz Szumowski;Poranna rozmowa w RMF FM, 3.02.2020 r.;17 mln wizyt do lekarzy specjalistów, to puste wizyty. ;-0.3932951092720032;-0.3932951092720032;9.0;8.0;1.0;0.0;0.1111111111111111;0.0;0.3333333333333333
Fałsz;Małe i średnie przedsiębiorstwa wytwarzają 50 procent plus PKB polskiego.;Szymon Hołownia;Spotkanie z wyborcami w Piasecznie, 13.02.2020;Małe i średnie przedsiębiorstwa wytwarzają 50 procent plus PKB polskiego.;-0.00899549014866352;-0.00899549014866352;10.0;10.0;3.0;1.0;0.2;0.0;0.3
Prawda;Sytuacja taka, że np. w Kongresie trwają prace nad ustawą, która ma antypolski charakter, a polska dyplomacja, polski prezydent w tej sprawie milczy, jest to sytuacja zupełnie nieakceptowalna, a tak było w przypadku ustawy 447.;Krzysztof Bosak;Radio WNET, 20.01.2020 r.;Sytuacja taka, że np. w Kongresie trwają prace nad ustawą, która ma antypolski charakter, a polska dyplomacja, polski prezydent w tej sprawie milczy, jest to sytuacja zupełnie nieakceptowalna, a tak było w przypadku ustawy 447.;-0.05696575343608856;-0.05696575343608856;32.0;29.0;0.0;2.0;0.15625;0.09375;0.375
Prawda;Nawet Najwyższa Izba Kontroli powiedziała, że polscy pacjenci chorujący na choroby nowotworowe są leczeni w gorszy sposób i mniej efektywnie niż inni Europejczycy. ;Małgorzata Kidawa-Błońska;Konferencja przed szpitalem w Sanoku, 15.02.2020;Nawet Najwyższa Izba Kontroli powiedziała, że polscy pacjenci chorujący na choroby nowotworowe są leczeni w gorszy sposób i mniej efektywnie niż inni Europejczycy. ;-0.00899549014866352;-0.00899549014866352;23.0;23.0;2.0;3.0;0.34782608695652173;0.08695652173913043;0.30434782608695654
Fałsz;Nowe 500+ według PiS! Badanie na koronawirusa w Wojewódzkim Szpitalu Zakaźnym w Warszawie kosztuje dla osób nieubezpieczonych 500 złotych. Nie stać cię? To chodź po ulicach i zarażaj! ;Robert Biedroń;Facebook, 25.02.2020 r.;Nowe 500+ według PiS! Badanie na koronawirusa w Wojewódzkim Szpitalu Zakaźnym w Warszawie kosztuje dla osób nieubezpieczonych 500 złotych. Nie stać cię? To chodź po ulicach i zarażaj! ;-0.19869640469551086;-0.21254247846081853;27.0;27.0;2.0;3.0;0.18518518518518517;0.0;0.2962962962962963
Prawda;W zeszłym roku mieliśmy tylko 200 megawatów, w tym roku już 1500 megawatów z energii solarnej.;Andrzej Duda;TVP INFO, 10.02.2020 r.;W zeszłym roku mieliśmy tylko 200 megawatów, w tym roku już 1500 megawatów z energii solarnej.;-0.00899549014866352;-0.013078436255455017;14.0;13.0;3.0;0.0;0.14285714285714285;0.0;0.42857142857142855
Prawda;Problem służby zdrowia (...) to nie tylko drożejące ceny usług i leków. To również 90% szpitali powiatowych, które generują straty na koniec III kwartału. Raport Ogólnopolskiego Związku Pracodawców Szpitali Powiatowych i SGH mówi wyraźnie, że aż 110 na 120 szpitali powiatowych (...) wykazało na koniec III kwartału straty.;Paulina Hennig-Kloska;Posiedzenie Sejmu, 12.02.2020 r.;Problem służby zdrowia to nie tylko drożejące ceny usług i leków. To również 90% szpitali powiatowych, które generują straty na koniec III kwartału. Raport Ogólnopolskiego Związku Pracodawców Szpitali Powiatowych i SGH mówi wyraźnie, że aż 110 na 120 szpitali powiatowych wykazało na koniec III kwartału straty.;-0.00899549014866352;-0.10882998630404472;38.0;36.0;8.0;2.0;0.21052631578947367;0.0;0.47368421052631576
Fałsz;Jesteśmy pierwszym w Europie odbiorcą gazu LNG ze Stanów Zjednoczonych.;Andrzej Duda;Przemówienie w Elektrowni Dolna Odra, 30.01.2020 r.;Jesteśmy pierwszym w Europie odbiorcą gazu LNG ze Stanów Zjednoczonych.;-0.00899549014866352;-0.00899549014866352;10.0;10.0;1.0;2.0;0.2;0.0;0.2
Prawda;Andrzej Duda ma na pewno więcej wet niż jego poprzednik wobec swojego obozu politycznego czyli Bronisław Komorowski.;Adam Bielan;Tłit WP, 20.02.2020 r.;Andrzej Duda ma na pewno więcej wet niż jego poprzednik wobec swojego obozu politycznego czyli Bronisław Komorowski.;-0.00899549014866352;-0.00899549014866352;17.0;17.0;0.0;2.0;0.17647058823529413;0.058823529411764705;0.11764705882352941
Prawda;Na koniec 2015 r. było w Polsce 3 tys. km dróg. Autostrady, drogi szybkiego ruchu i drogi krajowe, 3 tys. km. Na koniec 2019 r. mamy 4146 km. Państwo przez 8 lat zbudowaliście 2 tys. km dróg. My przez 4 lata zbudowaliśmy ponad 1 tys., przepraszam, 1100 km.;Kazimierz Smoliński;Posiedzenie Sejmu, 12.02.2020;Na koniec 2015 r. było w Polsce 3 tys. km dróg. Autostrady, drogi szybkiego ruchu i drogi krajowe, 3 tys. km. Na koniec 2019 r. mamy 4146 km. Państwo przez 8 lat zbudowaliście 2 tys. km dróg. My przez 4 lata zbudowaliśmy ponad 1 tys., przepraszam, 1100 km.;-0.00899549014866352;-0.13434887155890465;34.0;32.0;2.0;3.0;0.11764705882352941;0.0;0.2647058823529412
Nieweryfikowalne;W Polsce żyje 150 tys. osób zarażonych wirusem HCV, które o tym nie wiedza. To jest wirus wywołujący zapalenie wątroby, marskość wątroby, raka wątroby. Kiedyś był nieuleczalny, nie ma na niego szczepionki.;Władysław Kosiniak-Kamysz;Poranna rozmowa w RMF FM, 12.02.2020;W Polsce żyje 150 tys. osób zarażonych wirusem HCV, które o tym nie wiedza. To jest wirus wywołujący zapalenie wątroby, marskość wątroby, raka wątroby. Kiedyś był nieuleczalny, nie ma na niego szczepionki.;-0.00899549014866352;0.0013681867470343907;29.0;26.0;6.0;3.0;0.10344827586206896;0.0;0.3103448275862069
Manipulacja;Przez ostatnie 4 miesiące PiS był 29 razy u Moniki Olejnik.;Krzysztof Bosak;wSensie.pl, 30.01.2020 r.;Przez ostatnie 4 miesiące PiS był 29 razy u Moniki Olejnik.;-0.033414021134376526;-0.033414021134376526;11.0;11.0;2.0;2.0;0.09090909090909091;0.0;0.18181818181818182
Prawda;Według Najwyższej Izby Kontroli nasza administracja jest całkowicie nieprzygotowana do obsługi tak dużego ruchu migracyjnego.;Krzysztof Bosak;Poranna rozmowa w RMF FM, 21.01.2020 r.;Według Najwyższej Izby Kontroli nasza administracja jest całkowicie nieprzygotowana do obsługi tak dużego ruchu migracyjnego.;-0.00899549014866352;-0.00899549014866352;15.0;15.0;1.0;1.0;0.26666666666666666;0.13333333333333333;0.3333333333333333
Manipulacja;Najpierw była konwencja z Kioto, która zobowiązywała nas do ośmioprocentowego ograniczenia (emisji gazów cieplarnianych – przyp. Demagog) – myśmy ograniczyli emisję o 30 procent.;Andrzej Duda;Przemówienie w Lubartowie, 5.02.2020 r.;Najpierw była konwencja z Kioto, która zobowiązywała nas do ośmioprocentowego ograniczenia emisji gazów cieplarnianych – myśmy ograniczyli emisję o 30 procent.;-0.00899549014866352;-0.00899549014866352;20.0;19.0;1.0;1.0;0.1;0.05;0.3
Prawda;W analizie, która opisuje walkę z korupcją, z 35. miejsca spadliśmy na 41. Jesteśmy w tym rankingu razem na jednym poziomie z Republiką Zielonego Przylądka, z Cyprem, a Katar nas wyprzedza.;Władysław Kosiniak-Kamysz;Posiedzenie Sejmu, 13.02.2020;W analizie, która opisuje walkę z korupcją, z 35. miejsca spadliśmy na 41. Jesteśmy w tym rankingu razem na jednym poziomie z Republiką Zielonego Przylądka, z Cyprem, a Katar nas wyprzedza.;-0.0728946328163147;-0.0728946328163147;27.0;26.0;2.0;2.0;0.14814814814814814;0.037037037037037035;0.37037037037037035
Prawda;W Polsce systematycznie rośnie spożycie cukru – w ciągu ostatniej dekady o 12 kg na głowę Polaka.;Janusz Cieszyński;Posiedzenie Sejmu, 12.02.2020 r.;W Polsce systematycznie rośnie spożycie cukru – w ciągu ostatniej dekady o 12 kg na głowę Polaka.;-0.00899549014866352;-0.06105348560959101;16.0;15.0;0.0;3.0;0.0625;0.125;0.1875
Manipulacja;Wartość kontraktu na F-35 z Lockheed Martin wynosi 17.7 mld zł. Za sztukę płacimy ponad 550 mln zł. I to bez offsetu, bez infrastruktury. W jednej z ostatnich dużych transakcji (między LM a duńskim rządem) cena za sztukę, po negocjacjach, wyniosła ok. 345 mln zł.;Szymon Hołownia;Twitter, 29.01.2020;Wartość kontraktu na F-35 z Lockheed Martin wynosi 17.7 mld zł. Za sztukę płacimy ponad 550 mln zł. I to bez offsetu, bez infrastruktury. W jednej z ostatnich dużych transakcji (między LM a duńskim rządem) cena za sztukę, po negocjacjach, wyniosła ok. 345 mln zł.;-0.00899549014866352;-0.1579587934538722;43.0;42.0;1.0;3.0;0.11627906976744186;0.0;0.18604651162790697
Prawda;Mamy dramatyczny kryzys demograficzny, mamy dzietność na poziomie 1,43.;Szymon Hołownia;Onet Opinie, 11.02.2020;Mamy dramatyczny kryzys demograficzny, mamy dzietność na poziomie 1,43.;-0.00899549014866352;-0.00899549014866352;9.0;8.0;1.0;0.0;0.2222222222222222;0.0;0.3333333333333333
Manipulacja;Według raportu Najwyższej Izby Kontroli w Polsce 470 tys. Polek i Polaków choruje na choroby otępienne, w tym na chorobę Alzheimera.;Michał Szczerba;Posiedzenie Sejmu, 12.02.2020 r.;Według raportu Najwyższej Izby Kontroli w Polsce 470 tys. Polek i Polaków choruje na choroby otępienne, w tym na chorobę Alzheimera.;-0.00899549014866352;-0.00899549014866352;19.0;19.0;3.0;4.0;0.05263157894736842;0.0;0.3157894736842105
Prawda;Jeśli spojrzymy na zwykłą grypę, to ona zabija ok. 70-80 osób co roku. ;Łukasz Szumowski;Poranna rozmowa w RMF FM, 3.02.2020 r.;Jeśli spojrzymy na zwykłą grypę, to ona zabija ok. 70-80 osób co roku. ;-0.09612227976322174;-0.09612227976322174;14.0;14.0;0.0;1.0;0.0;0.0;0.21428571428571427
