assestment;text_clean;sentiment_all;sentiment_avg;uniq_words;uniq_lemm;err;net;ADJ;ADV;NOUN;e0;e1;e2;e3;e4
Prawda;Za naszych rządów wzrósł niesamowicie, o 40 ponad proc. eksport polskich towarów rolnych.;-0.0089954901486635;-0.0089954901486635;13.0;13.0;1.0;1.0;0.1538461538461538;0.0769230769230769;0.1538461538461538;-1.9365692;10.1264305;11.865015;15.8385935;6.2727613
Prawda;Z tym ograniczaniem prędkości jest tak:  jeśli dojdzie do wypadku, do potrącenia pieszego, przy prędkości 30 km/h, to 9 na 10 pieszych przeżyje. Jeżeli ta prędkość wynosi 50 km/h, to połowa z pieszych przeżyje. Jeżeli ta prędkość przekracza 60 km/h, to 9 na 10 poniesie śmierć.;-0.1380158513784408;-0.2075578918059667;34.0;31.0;2.0;0.0;0.1176470588235294;0.0294117647058823;0.3529411764705882;-1.7246833;11.483554;10.518838;16.780954;5.7083592
Prawda; ćwierć wieku niepodnoszenia kar za  za jazdę pod wpływem alkoholu.;-0.3106034994125366;-0.3106034994125366;9.0;9.0;2.0;0.0;0.1111111111111111;0.0;0.5555555555555556;0.18456548;11.448513;9.347845;17.286264;5.9303894
Fałsz;"Każdy medykament powinien być przebadany – i te wszystkie szczepionki i preparaty obecnie już SĄ przetestowane (jeszcze dość krótko!) na setkach milionach ludzi; zło jest tylko w tym, że ludzie nie byli informowani o tym, że są królikami doświadczalnymi i robią to na własne ryzyko.";-0.0481745414435863;-0.1320263209345284;39.0;37.0;0.0;2.0;0.1538461538461538;0.0769230769230769;0.3076923076923077;-1.1042458;11.66786;9.263949;17.445784;5.874668
Fałsz;On prezes NBP Andrzej Glapiński powinien wiedzieć, że na koniec 2015 roku Polska była zadłużona na blisko 800 mld. W tej chwili zadłużona jest na 1,5 bln. Czyli ten obóz rządzący podwoił zadłużenie Polski raptem w sześć lat.  ;-0.0766403973102569;-0.095104232430458;35.0;31.0;5.0;5.0;0.1428571428571428;0.0571428571428571;0.2;-1.3043547;10.977458;12.01176;16.644094;5.7017097
Prawda;Zwracamy uwagę na to, że kontrola NIK wykazała, że 290 mld zł jest poza budżetem.;-0.3081679046154022;-0.3081679046154022;14.0;14.0;1.0;2.0;0.0714285714285714;0.0;0.1428571428571428;-1.5383967;11.308463;11.840401;16.685232;5.509173
Fałsz;W zeszłym roku 3 tys. wykształconych pielęgniarek nie podjęło pracy w zawodzie.;-0.187327042222023;-0.187327042222023;12.0;11.0;1.0;0.0;0.1666666666666666;0.0;0.25;-1.236994;11.357704;10.14564;15.803825;7.184503
Fałsz;Nie było referendum w sprawie przystąpienia do Unii Europejskiej. To jest kolejne kłamstwo. Było referendum w sprawie przystąpienia do Wspólnot Europejskich, wtedy Unia Europejska formalnie nie istniała. Dopiero Traktat Lizboński mówi, że powstaje Unia Europejska.;-0.0089954901486635;-0.2087539858184754;28.0;22.0;4.0;6.0;0.2142857142857142;0.0714285714285714;0.5;-0.257673;11.173732;10.047552;17.763931;4.3159227
Nieweryfikowalne;Kolejny obszar kryzysu – edukacja. Odchodzą nauczyciele z zawodu, odeszło ich w ciągu ostatniego półrocza ponad 12 tys. ;-0.0089954901486635;-0.0089954901486635;17.0;17.0;1.0;0.0;0.1764705882352941;0.0;0.3529411764705882;-1.36349;11.305173;10.567239;15.382515;7.199954
Prawda;Kwestia podwyższania pieniędzy na wasze własne wydatki. Dam tylko jeden przykład. Budżet kancelarii premiera: 2015 r. – 147 mln zł, 2018 r. – już ponad dwa razy więcej, bo 342 mln zł. W tym roku to będą 594 mln zł, a w przyszłym roku zaplanowaliście ponad cztery razy więcej – 800 mln zł.;-0.0089954901486635;-0.1038453392684459;38.0;36.0;1.0;4.0;0.1578947368421052;0.0;0.2894736842105263;-1.7909559;11.254974;12.423838;16.152735;6.056427
Prawda;Pamiętajmy, że Stany Zjednoczone wydają więcej na sprawy wojskowe czy obronne, niezależnie od tego, jak to określimy, więcej niż wszystkie pozostałe państwa NATO-wskie, a więc europejscy sojusznicy i Kanada razem wzięci.  w tej chwili w Unii Europejskiej, bez Wielkiej Brytanii, no nie możemy mówić, że w ramach Unii reprezentujemy jakiś większy potencjał obronny.;-0.0089954901486635;-0.0787448529154062;49.0;46.0;3.0;7.0;0.2857142857142857;0.0408163265306122;0.2040816326530612;-0.8613904;10.572531;10.338445;16.835571;4.5340776
Nieweryfikowalne;Bo ten drugi próg podatkowy obecnie, który istnieje, to w niego wpada już 1,5 mln Polaków. Jak on był wymyślany, to w niego wpadało tam 300 tys. i oni byli uznawani za tych najbogatszych.;-0.1430200487375259;-0.2000014036893844;31.0;26.0;2.0;0.0;0.1935483870967742;0.0967741935483871;0.032258064516129;-1.477172;11.12156;11.004546;17.396002;5.102893
Fałsz;Dorzucam jeszcze wskazówkę bibliograficzną. Zajrzyjcie państwo na stronę instytucji brytyjskiej ... Public Health England. Tam znajdziecie państwo świeże raporty, świeże tzn. wrześniowe. Technical briefing. Z tych raportów wynika, że osoby, które przyjęły pierwszą, drugą dawkę tego medykamentu szczepionki przeciwko COVID-19, ... osoby, które przyjęły te dawki, znalazły się w strefie radykalnie podwyższonego ryzyka na wypadek zachorowania.;-0.0089954901486635;-0.1281718012566367;49.0;47.0;7.0;3.0;0.0816326530612244;0.0612244897959183;0.4489795918367347;-0.8958144;11.272814;9.284102;16.900867;6.203308
Prawda;Proszę zwrócić uwagę, że na samym początku, cały czas, praktycznie do czasów rządów pana ministra Ziobry, ten fundusz Fundusz Sprawiedliwości i jego środki mogły być przeznaczone tylko dla pokrzywdzonych. Dopiero pewną lukę w prawie, zmieniając nazwę i ... wprowadzając inne rozwiązania, wprowadziła właśnie ekipa pana ministra Ziobry. I w oparciu o te przepisy, które wprowadził pan minister Ziobro, środki, które miały być rozdysponowane tylko dla osób poszkodowanych, ofiar, tak jak mówiłem.;-0.0376895852386951;-0.1041262038052082;60.0;54.0;5.0;6.0;0.1166666666666666;0.0833333333333333;0.4;-0.54833454;11.165692;10.929237;18.737253;4.6839333
Fałsz;Nasze służby zidentyfikowały w ostatnich tygodniach 46 samolotów z Bagdadu do Mińska. Z Iraku na Białoruś. Tymi samolotami przyleciało tam ok. 10 tys. mieszkańców Iraku. Tam w tej chwili nie ma kryzysu politycznego, tam nie toczy się wojna domowa.;-0.0089954901486635;-0.137322932947427;35.0;33.0;1.0;4.0;0.1428571428571428;0.0857142857142857;0.1714285714285714;-0.2898953;10.387483;9.963195;16.67453;5.12763
Nieweryfikowalne;Kiedy zostałem ministrem sprawiedliwości, jeżeli chodzi o ściągalność alimentów, byliśmy na przedostatnim miejscu w Europie. W tej chwili wzrost alimentów, ściągalności, wzrósł o 230 proc.;-0.0089954901486635;-0.0214946875348687;23.0;22.0;5.0;2.0;0.0869565217391304;0.0434782608695652;0.3478260869565217;-1.8021156;10.837682;11.67725;16.668825;6.0177255
Manipulacja;Sam oddział, jeden – czy nadbużański, czy podlaski oddział Straży Granicznej – liczy między 2 a 2,5 tys. funkcjonariuszy Straży Granicznej. Cały Frontex łącznie to jest 650 osób.;-0.0146020706743001;-0.1205130452290177;22.0;22.0;1.0;4.0;0.2727272727272727;0.0454545454545454;0.1818181818181818;-1.7558753;11.544984;10.559312;15.782851;6.562176
Fałsz;BTW kobiety na Oxfordzie mogą studiować, zależnie od koledżu, dopiero od 30-20 lat (!) W Polsce od samego zarania II RP nie miały z tym problemu. To jedna ze spraw wyjaśniających dzisiejszą lewicową neoficką gorliwość Brytoli.;-0.0089954901486635;-0.0952956909313798;34.0;33.0;6.0;4.0;0.1176470588235294;0.0294117647058823;0.2647058823529412;-0.9780012;11.529301;10.143613;17.6771;5.4144826
Fałsz; czy rak to ryba i okazało się, że rak to ryba, przecież na potrzeby Francuzów.;-0.3028682172298431;-0.3028682172298431;12.0;12.0;1.0;0.0;0.0833333333333333;0.0833333333333333;0.4166666666666667;0.72152686;10.861244;9.845449;17.321932;5.5229993
Fałsz;Sprzedajemy rocznie do Unii Europejskiej ok. 160 mld zł towaru towarów rolno-spożywczych.;-0.0089954901486635;-0.0089954901486635;13.0;13.0;2.0;1.0;0.2307692307692307;0.0769230769230769;0.2307692307692307;-1.2490336;10.925465;11.410824;15.089905;5.480968
Fałsz;Taką decyzję podjęła jedna sędzia Trybunału Sprawiedliwości Unii Europejskiej. W ten sposób pani Rosario Silva de Lapuerta nadużyła swoich kompetencji, ale przede wszystkim złamała prawo. Nie ma takiej możliwości prawnej, co wprost wynika z traktatów o funkcjonowaniu UE, żeby ktokolwiek jednoosobowo decydował o karach, a wcześniej chciał wymusić zamknięcie kopalni z dnia na dzień.;0.0128683000802993;-0.0940706646069884;52.0;52.0;7.0;5.0;0.0769230769230769;0.0576923076923076;0.2884615384615384;-0.12200932;11.668717;9.886814;18.60969;4.709588
Prawda;W naszym kraju ma siedzibę Agencja Straży Granicznej i Przybrzeżnej, czyli Frontex. Do tego Frontexu już 10 lipca tego roku zwróciła się Litwa. I Litwie Frontex pomógł w takiej kwestii, że dostarczył tam przede wszystkim sprzęt, bardzo profesjonalny sprzęt łącznie z helikopterami do ochrony granic, jak również ludzi. ... Do wczoraj 25.08.2021, a to wiem, polski rząd nie zwrócił się w żaden sposób do Frontexu o udzielenie pomocy.;-0.3503962159156799;-0.1750518135726451;61.0;56.0;6.0;11.0;0.1311475409836065;0.0655737704918032;0.2459016393442623;-0.6617299;10.947137;10.733027;18.108194;4.357473
Prawda;Jeżeli nasza emisja CO2 to jest 9 proc. w skali świata ... nie nasza polska, unijna, a najwięcej tam Niemcy.;-0.0455324687063694;-0.0455324687063694;18.0;18.0;1.0;3.0;0.2222222222222222;0.0555555555555555;0.1666666666666666;-1.4441563;10.34737;11.024514;15.13405;5.6378117
Manipulacja;Wykonano również badania po obu stronach granicy, jeżeli chodzi o emocje mieszkańców. Wszyscy mieszkańcy – zarówno z Czech, jak i Polski – nie chcą tego konfliktu!;-0.0089954901486635;-0.0135501567274332;24.0;24.0;1.0;2.0;0.0416666666666666;0.0;0.25;-1.0260744;10.678154;10.135632;16.704445;4.8829756
Prawda;Mówi prezydent Andrzej Duda, że Brazylia to nasz wielki partner handlowy, a to jest ściśle 0,15 proc. naszego eksportu. ;-0.0089954901486635;-0.0526015246286988;18.0;17.0;0.0;2.0;0.1111111111111111;0.0;0.2777777777777778;-1.3089082;10.203298;10.582647;15.905133;5.021032
Manipulacja;Też przypominam, że nie jest to tak z tą ekologią, że mamy trzymać mnóstwo starych drzew , bo te stare drzewa już nie tylko że nie produkują tlenu, nie przerabiają dwutlenku węgla, ale wręcz jest proces odwrotny, że one wyciągają z atmosfery tlen. ;-0.107436291873455;-0.107436291873455;34.0;31.0;1.0;2.0;0.1470588235294117;0.088235294117647;0.4117647058823529;-1.3163041;11.295889;10.6774645;17.515312;4.82518
Manipulacja;Pamiętam i znam konkretne fakty dotyczące energii odnawialnej. 2,5 tys. megawatów w roku 2010, jak Platforma rządziła, 7 tys. megawatów  w 2015, jak oddawaliśmy władzę, a od roku 2016 do 2019 ok. 9 tys., bez żadnego przyrostu.;-0.0089954901486635;0.1671968018636107;31.0;31.0;6.0;6.0;0.2580645161290322;0.0;0.2903225806451613;-1.8208025;11.151992;11.935086;16.54276;5.8665023
Manipulacja;W miarę jak akcja się rozwija, jak czas upływa, sami producenci tych medykamentów eksperymentalnych zmieniają treść opisów, w które wyposażone są ich produkty i właśnie ryzyko konkretnie zakrzepicy, która w tym przypadku wystąpiła, to jest coś, czego parę miesięcy temu jeszcze nie było, a teraz jest w opisie tej tak zwanej szczepionki.;-0.0089954901486635;-0.0089954901486635;48.0;44.0;5.0;0.0;0.1041666666666666;0.1041666666666666;0.3333333333333333;-1.1472577;11.717419;9.358961;17.546465;5.7480326
Fałsz;Ja zapytam tylko o NOP-y. NOP-y, których 1⁄3, w Stanach Zjednoczonych, bo tam jeszcze są jacyś badacze, to poronienia.;-0.0089954901486635;-0.1743355924263596;20.0;20.0;2.0;1.0;0.05;0.05;0.15;-0.9630795;11.320726;9.218043;17.023436;6.2501874
Manipulacja;Czytałem raport naukowy w „Science Magazine” z badania na 500 tysiącach osób deklarujących skłonności nieheteronormatywne. Wyszło, że co najwyżej od 8 do 25 procent z nich ma te skłonności z powodu odmienności genetycznych, a reszta to są albo uwarunkowania hormonalne, albo kulturowe. Czynniki kulturowe to efekty promowania tych skłonności. Po prostu homoseksualizm jest w znacznym stopniu zjawiskiem zaraźliwym. Twierdzenie, że płeć to jest kwestia wyboru, które staje się u nas modne, utrudnia dzieciom rozwój psychofizyczny.;-0.0089954901486635;-0.0462562440273662;64.0;63.0;9.0;1.0;0.21875;0.015625;0.390625;-1.3103316;11.572431;9.712297;17.524422;5.5381913
Manipulacja;Obecnie kara za zarażenie wirusami SARS,MERS,świńską grypą,Ebola,cholerą i COVID jest do lat 5. Jedynie zarażenie wirusem HIV surowiej do lat 8.Takie różnicowanie jest niesprawiedliwe i nieracjonalne.Powinno być tak email protected_GOV_PL jest otwarte na obniżenie kary dot. HIV do 5 lat;-0.3882532715797424;-0.3284279219806194;35.0;34.0;7.0;1.0;0.1714285714285714;0.0857142857142857;0.2857142857142857;-1.1007857;11.749462;9.341291;17.600452;5.720986
Manipulacja;A dlaczego mamy nie wpisywać tego członkostwa, skoro inne państwa mają taki zapis w konstytucji? Ponad 20 państw-członków Unii Europejskiej ma taki zapis. Ma taki zapis Irlandia, Niemcy, Francja, nawet Ukraina, która pretenduje do członka Unii Europejskiej, ma taki zapis w swojej konstytucji, że chciałaby, aby jej kraj był członkiem tej wspólnoty. ;-0.0089954901486635;-0.2220588438212871;42.0;38.0;1.0;6.0;0.119047619047619;0.0714285714285714;0.3571428571428571;-0.32049212;11.401594;9.783389;18.096945;4.4610887
Fałsz;Popatrzyłem sobie na średnią płacę  w roku 2015, średnią płacę teraz.  porównałem sobie ceny chleba w 2015 roku, też według danych GUS-u, i danych teraz.  Jeśli weźmiemy średnią płacę  no to okazuje się, że w 2015 roku można było kupić 1 800 bochenków chleba, a teraz niespełna 1 500.;-0.2627645134925842;-0.2655367006858189;35.0;35.0;7.0;4.0;0.1428571428571428;0.1142857142857142;0.3714285714285714;-2.1496572;10.68165;11.513553;16.449348;5.6392336
Prawda;W momencie, kiedy np. Unia Europejska chciała zmusić nas do przyjmowania imigrantów, wtedy większość Polaków, ponad 50 proc., w sondażu wyraziło, że nie chciałoby być w takiej Unii.;-0.0089954901486635;-0.0089954901486635;26.0;24.0;3.0;3.0;0.1153846153846153;0.0769230769230769;0.1923076923076923;-1.0959033;10.681532;9.889355;17.540604;5.532389
Fałsz;Ceny chleba  w ciągu ostatnich czterech lat  wzrosły o 50 proc.;-0.0089954901486635;-0.0089954901486635;11.0;11.0;0.0;0.0;0.1818181818181818;0.0;0.2727272727272727;-1.8023871;10.27968;11.655245;15.739477;6.8128786
Manipulacja;Nie wydaje mi się, że powinniśmy doprowadzić do sytuacji, takiej chociażby jak jest we Francji, gdzie likwiduje się Dzień Matki, ze względu na to, że są no takie związki gejowskie, w których jest dwóch ojców czy jak oni się nazywają, no w związkach gejowskich. No żeby ich nie urazić, no to nie będzie Dnia Matki w szkołach.;-0.2094205021858215;-0.2450223416090011;45.0;40.0;3.0;1.0;0.1555555555555555;0.1111111111111111;0.2;-0.9905527;11.693794;10.045496;18.122538;4.7724795
Nieweryfikowalne;Jest taki raport organizacji, która odpowiada za monitoring kryzysów, zagrożeń migracyjnych etc. My mamy dzisiaj sytuację na świecie, i to było cztery lata temu, tak, cztery lata temu ten raport mówił o ponad 60 mln ludzi gotowych do migracji do Europy z kierunku afrykańskiego i Bliskiego Wschodu, i Azji. Że około 60 mln ludzi byłoby gotowych czy ma intencje podjąć taką migrację.;-0.0089954901486635;-0.04569615299503;51.0;49.0;4.0;3.0;0.0980392156862745;0.0392156862745098;0.3333333333333333;-1.2190325;10.971377;10.632566;17.694544;4.7303877
Fałsz;Dobrym akcentem rządów Angeli Merkel to było to, że w 2015 roku bilans handlowy z Niemcami był na plus dla Polski w granicach 5 mld euro. ... jaki jest teraz bilans za rządów Prawa i Sprawiedliwości? Minus 20 mld euro.;-0.0089954901486635;-0.0725274340560038;33.0;31.0;1.0;4.0;0.1212121212121212;0.0303030303030303;0.3636363636363636;-1.422623;10.851845;12.0677805;16.846924;5.6796727
Manipulacja;Ta inflacja, która wynosi 5 proc. czy około 5 proc., jest rzeczywiście najwyższa od kilku lat, ale przypomnę, że w latach 2010, 2011 czy 2012 ta inflacja była jeszcze wyższa średniookresowo, niż jest teraz. Tak że to też nie jest żaden rekord, biorąc pod uwagę wyniki ostatniej dekady.;-0.0089954901486635;-0.1337092751637101;41.0;38.0;3.0;4.0;0.1707317073170731;0.048780487804878;0.2682926829268293;-2.1300418;10.669031;11.378753;16.721794;5.7095146
Manipulacja;Ja w 2015 roku w programie wyborczym miałem dekoncentrację kapitałową w mediach w Polsce – maksymalnie 49 proc. udziałów mogło się, w myśl tego programu, znajdować w jednych rękach, jednego posiadacza, jednego właściciela.;-0.0089954901486635;-0.0745243886485695;26.0;24.0;3.0;2.0;0.2692307692307692;0.0769230769230769;0.3461538461538461;-0.8719637;11.55467;10.985487;17.330883;4.99017
Prawda;Natomiast jeżeli patrzymy na badania opinii publicznej, patrzymy na sondaże, to okazuje się, że większość Polaków jest przekonana, że na tych zmianach podatkowych w ramach Polskiego Ładu straci.;-0.1406382173299789;-0.1406382173299789;24.0;24.0;2.0;4.0;0.25;0.0416666666666666;0.2916666666666667;-1.2244542;10.790803;10.156394;17.668234;5.257585
Manipulacja;My wskazywaliśmy źródła finansowania ochrony zdrowia. Uważam, że trzeba przesunąć dzisiaj 2 proc. składki rentownej, która w 2012 roku została podniesiona do 8 proc., ponieważ spadła liczba rencistów – z 2 mln na początku tego wieku do 700 tys. w tym momencie.;-0.0089954901486635;-0.0594816418985525;37.0;36.0;4.0;2.0;0.081081081081081;0.054054054054054;0.3513513513513513;-1.8257774;11.263182;11.730099;16.548344;5.908274
Nieweryfikowalne;Niestety dorośli Polacy nie są przyzwyczajeni do szczepień. I tutaj jest ciekawe opracowanie OECD dotyczące osób dorosłych szczepiących się przeciwko grypie. Na 21 krajów zajmujemy honorowe 20. miejsce.;-0.0098635796457529;-0.073310452979058;28.0;28.0;2.0;2.0;0.1785714285714285;0.0357142857142857;0.2857142857142857;-1.1167487;11.29688;9.538742;16.833738;5.9877405
Manipulacja;Poseł Konieczny na samym początku za zgodą Straży Granicznej zaniósł tym ludziom jedzenie i zaniósł śpiwory i inne potrzebne rzeczy, tylko potem przyszedł rozkaz z góry, żeby już niczego nie przepuszczać. Ale na początku przepuszczano i jakoś nic się nie stało.;-0.4744022488594055;-0.4101558774709701;35.0;34.0;4.0;1.0;0.1428571428571428;0.0571428571428571;0.2571428571428571;-0.6534747;11.054535;10.783431;18.213428;4.540217
Prawda;Polska w ostatnich latach netto otrzymywała z Unii Europejskiej, po wpłaceniu naszej składki, 10 mld euro rocznie. Była największym i jest największym beneficjentem Funduszy Europejskich.;-0.0089954901486635;-0.0278078792616724;24.0;22.0;2.0;3.0;0.1666666666666666;0.0833333333333333;0.2916666666666667;-1.4044212;10.334065;11.010679;16.325024;5.2152967
Prawda;Wydatki na służby ratownictwa medycznego wzrosły z 1 mld 860 mln w ostatnim roku ... rządów Platformy Obywatelskiej i Polskiego Stronnictwa Ludowego do 2 mld 440 mln w tym roku. ;-0.0089954901486635;-0.0089954901486635;25.0;25.0;1.0;2.0;0.24;0.0;0.28;-1.7785577;11.003784;12.447472;16.439154;6.063642
Prawda;I ku przestrodze powiem o jednej rzeczy, że o ile zdecydowaliśmy o wejściu do Europy w referendum, to referendum nie jest warunkiem wyjścia z Europy. Mogą to zrobić rządzący i przed tym przestrzegam.;-0.1371255069971084;-0.1964657120406627;28.0;27.0;3.0;2.0;0.0714285714285714;0.0714285714285714;0.25;-0.37015238;11.342499;10.054228;17.884363;4.377849
Fałsz;W ostatnim roku rządów Platformy Obywatelskiej  w Polsce studiowało 6 128 studentów medycyny, w tym roku studiuje 9 029, wzrost o 47 proc.;-0.0089954901486635;-0.0089954901486635;21.0;19.0;1.0;2.0;0.0952380952380952;0.0;0.238095238095238;-1.9959196;11.204967;10.760752;15.888002;7.0392156
Manipulacja;Jeżeli my robimy model zmian w sądownictwie, oparty na modelu hiszpańskim, to jak to może być, że w Hiszpanii można stosować ten model, a w Polsce nie można?;-0.0174559168517589;-0.0174559168517589;23.0;22.0;1.0;4.0;0.1739130434782608;0.0434782608695652;0.3043478260869565;-0.87190884;11.569324;10.250329;18.182611;4.6221213
Manipulacja;W 2015 roku, ostatnim roku rządów Platformy Obywatelskiej  wydatki na służbę zdrowia w Polsce wynosiły 75 mld zł . W zeszłym roku te wydatki wyniosły 108 mld zł.;-0.0089954901486635;-0.0089954901486635;21.0;20.0;1.0;4.0;0.238095238095238;0.0;0.3333333333333333;-1.7634381;10.985588;12.474124;16.363024;6.0092125
Prawda;Są badania takie, które pokazują, że w czasie pandemii spory odsetek osób spotkał się z odmową przyjęcia płatności gotówką.;0.0212108343839645;0.0212108343839645;19.0;19.0;2.0;0.0;0.1052631578947368;0.1052631578947368;0.5263157894736842;-1.0641812;11.189241;9.287709;16.816614;6.3090267
Manipulacja;Ślązacy muszą się o to postarać o uznanie języka śląskiego za język regionalny. ... Proszę mi nie mówić, że składacie projekty, bo ja w waszym imieniu składałem projekt o uznanie języka śląskiego za język.;-0.2953096032142639;-0.2367057750622431;26.0;24.0;2.0;4.0;0.2692307692307692;0.0769230769230769;0.2307692307692307;-0.5345449;11.04249;10.571193;17.864857;4.5959306
Manipulacja;Dwa żłobki wybudowane w latach 2005–2007 za czasów rządów PiS, kiedy premierem był Jarosław Kaczyński. 2,5 tys. żłobków wybudowane za czasów, kiedy ja jestem ministrem. ;-0.0623641461133956;-0.0935405055060982;22.0;21.0;3.0;4.0;0.0909090909090909;0.0909090909090909;0.1818181818181818;-1.4194283;10.661005;12.301246;17.25534;5.881726
Fałsz;Gdyby migranci się chcieli ubiegać o status uchodźcy, to powinni to zrobić w pierwszym kraju, który jest sygnatariuszem konwencji genewskiej w zakresie właśnie praw uchodźczych, czyli na Białorusi. ;-0.0089954901486635;-0.0089954901486635;25.0;25.0;3.0;2.0;0.2;0.0;0.36;-0.9937826;11.611916;9.517758;17.795692;4.8869863
Manipulacja;Litwa i Łotwa także wprowadziły już takie rozporządzenia, takie odpowiednie regulacje dotyczące stanu wyjątkowego.;-0.114273153245449;-0.114273153245449;13.0;13.0;3.0;2.0;0.1538461538461538;0.0;0.3076923076923077;-0.3498516;11.62787;9.585406;17.768206;4.811761
Manipulacja;Za czasów koalicji PO-PSL tych szpitali przybywało i przybyło ich ponad 200, natomiast za rządów Prawa i Sprawiedliwości ubyło kilkadziesiąt.;-0.0089954901486635;-0.0089954901486635;20.0;19.0;2.0;2.0;0.0;0.0;0.25;-1.562111;10.703631;12.367317;17.038496;6.0043774
Prawda;Nie ma czegoś takiego jak pas ziemi niczyjej, jest granica państwowa. Granicy tej strzegą odpowiednio służby graniczne po stronie obydwu państw.;-0.432797759771347;-0.3993746191263199;21.0;21.0;2.0;1.0;0.0476190476190476;0.0476190476190476;0.3809523809523809;-0.24340864;10.606541;9.643388;16.689497;4.880655
Nieweryfikowalne;Według Frontexu – w tym momencie mówimy o około 10 tys. migrantów, których ściągnął Łukaszenko.;-0.0089954901486635;-0.0089954901486635;14.0;14.0;3.0;2.0;0.0714285714285714;0.0;0.1428571428571428;-1.5857399;11.1815;9.900894;15.394144;6.6155767
Prawda;Płot, à propos z Białorusią, miał już powstać w 2016 roku, to była obietnica Zjednoczonej Prawicy w związku z walką z ASF-em.;-0.1222155913710594;-0.1222155913710594;21.0;21.0;2.0;5.0;0.1428571428571428;0.0;0.3333333333333333;-0.7171652;10.965993;11.298239;17.446388;4.724599
Prawda;Ubóstwo wśród seniorów za rządów PiS wzrosło z 3,4 do 4,4%.;-0.0089954901486635;-0.0089954901486635;12.0;12.0;3.0;1.0;0.0;0.0;0.0833333333333333;-2.2589946;10.712289;11.302278;15.910615;6.7679267
Prawda;Oczywiście pamiętamy również, że Erdoğan za powstrzymanie emigrantów bierze 6 mld euro od Unii Europejskiej.;-0.0089954901486635;-0.0089954901486635;15.0;15.0;5.0;1.0;0.2;0.0;0.2;-0.2497648;10.581082;10.457611;17.038832;4.9492254
Nieweryfikowalne;Pamiętamy z zeszłego roku, że powszechnie popierane i oczekiwane jednogłośnie niemalże, właśnie otwarcie szkół, wtedy no jednak były jednym z tych elementów, które znacząco przyspieszyły rozwój epidemii.;0.0151239214465022;-0.1105340356007218;26.0;26.0;5.0;1.0;0.1923076923076923;0.1153846153846153;0.2692307692307692;-1.3552874;10.996278;10.892081;17.76186;4.844872
Nieweryfikowalne;Corocznie szkoli się 5 600 pielęgniarek, pracę w zawodzie podejmuje tylko 3 600 osób.;-0.2103664427995681;-0.2103664427995681;13.0;13.0;1.0;0.0;0.0;0.0769230769230769;0.3076923076923077;-1.517345;11.4627905;10.443118;15.7421055;7.0895033
Manipulacja;Jak pod jego Donalda Tuska rządami w Unii Europejskiej ... wyglądał kryzys migracyjny? Co się działo na południowych granicach Unii Europejskiej? Ten kryzys tak naprawdę opanował dopiero Viktor Orbán, budując mur na granicy węgiersko-serbskiej, ratując Unię Europejską wtedy.;-0.0089954901486635;-0.0743571557104587;34.0;33.0;2.0;5.0;0.1764705882352941;0.0588235294117647;0.2941176470588235;-0.025113719;10.396757;9.98879;17.016476;5.0982985
Manipulacja;Przecież to Kaczyński zlikwidował większość JOW-ów w wyborach samorządowych. Kukiz bije się o JOW-y. Kto wprowadził JOW-y w Senacie? Platforma Obywatelska.  Kto wprowadził w wyborach samorządowych, w miastach, za wyjątkiem miast na prawach powiatu? Platforma Obywatelska.;-0.0089954901486635;-0.062338819533276;28.0;27.0;7.0;7.0;0.1428571428571428;0.0714285714285714;0.3214285714285714;0.073036745;10.337777;10.832793;18.769386;5.2489657
Manipulacja;Awantura wczoraj 11 sierpnia o to, że pani marszałek postanowiła przeprowadzić reasumpcję. To jest procedura parlamentarna, art. 189 regulaminu. Ewa Kopacz, Radosław Sikorski, jak byli marszałkami Sejmu, też to robili.;-0.1891222596168518;-0.1562685991326967;29.0;26.0;1.0;4.0;0.1034482758620689;0.0689655172413793;0.3793103448275862;-0.020867938;11.442262;10.602976;18.749784;4.427283
Manipulacja;16 szpitali na 5 mln mieszkańców w Danii, to w Polsce powinno być 130 około na 40 mln, a jest prawie 1 tys.;-0.2398198843002319;-0.2398198843002319;20.0;20.0;0.0;2.0;0.05;0.0;0.05;-1.8959522;11.360875;10.229247;15.448545;6.596546
Fałsz;Białoruś jest sygnatariuszem konwencji ds. uchodźców i w związku z tym ci, którzy chcieliby zgłosić swój status taki, muszą to zgłosić, zgodnie z prawem międzynarodowym, na terytorium Białorusi.;-0.0089954901486635;-0.0089954901486635;26.0;25.0;1.0;2.0;0.0769230769230769;0.0384615384615384;0.2692307692307692;-0.9101348;11.707953;9.487227;17.889957;4.8797
Prawda;Natomiast jeżeli chodzi o stosunek społeczeństwa, w tym społeczeństwa polskiego, do uchodźców to mamy rzeczywiście zmianę względem 2015 roku, ale zmianę pozytywną. Dziś ponad 70 proc. badanych uważa, że Polska powinna wspierać tych, którzy uciekają z powodu wojny, prześladowania, naruszania ich praw. Że Polska powinna to robić ze względu na solidarność humanitarną.;-0.0089954901486635;-0.0644914551327626;47.0;44.0;8.0;5.0;0.1063829787234042;0.0425531914893617;0.3191489361702128;-1.2010468;11.177439;9.845531;17.642872;5.0048227
Fałsz;Co piąty pracownik nie umie odciąć się od pracy podczas urlopu;-0.2580002546310425;-0.2580002546310425;11.0;11.0;1.0;0.0;0.0;0.1818181818181818;0.3636363636363636;-0.9602872;11.348389;9.301741;16.023289;6.553494
